,﻿OrganisationID,OrganisationCode,OrganisationType,SubType,Sector,OrganisationStatus,IsPimsManaged,OrganisationName,Address1,Address2,Address3,City,County,Postcode,Latitude,Longitude,ParentODSCode,ParentName,Phone,Email,Website,Fax,northing,easting
365,40976,RJC03,Hospital,Hospital,NHS Sector,Visible,True,Stratford Hospital,,Arden Street,,Stratford-upon-Avon,Warwickshire,CV37 6NX,52.19526672,-1.713385463,RJC,South Warwickshire NHS Foundation Trust,01789  205831,,http://www.swft.nhs.uk,01789 262855,255309.0313,419588.625
618,43050,RXF10,Hospital,Hospital,NHS Sector,Visible,True,Dewsbury and District Hospital,,Halifax Road,,Dewsbury,West Yorkshire,WF13 4HS,53.70225525,-1.651861906,RXF,Mid Yorkshire Hospitals NHS Trust,01924 541000,,http://www.midyorks.nhs.uk,,422950.5,422980.5625
615,43044,RXEAA,Hospital,Hospital,NHS Sector,Visible,True,Tickhill Road Hospital,Rotherham Doncaster and South Humber NHS Foundation Trust,Weston Road,"Tickhill Road, Balby",Doncaster,,DN4 8QN,53.49747086,-1.146540523,RXE,Rotherham Doncaster and South Humber NHS Foundation Trust,01302 796000,,http://www.rdash.nhs.uk,,400452.25,456609.4063
113,18470,NT449,Hospital,Hospital,Independent Sector,Visible,True,BMI The Lancaster Hospital,,Meadowside,,Lancaster,Lancashire,LA1 3RH,54.04319763,-2.795393229,NT4,BMI Healthcare,01524 62345,info@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-lancaster-hospital,01524 844 725,461116.0938,347921.875
810,62090,RP7MA,Hospital,Hospital,Independent Sector,Visible,True,Ash Villa,Ash Villa,Willoughby Road,South Rauceby,Sleaford,Lincolnshire,NG34 8QA,52.98231125,-0.455443144,RP7,Lincolnshire Partnership NHS Foundation Trust,01529 488060,,,,343924.7813,503684.7188
131,18631,NTN14,Hospital,Hospital,Independent Sector,Visible,True,Priory Hospital Preston,Rosemary Lane,Bartle,,Preston,Lancashire,PR4 0HB,53.80200577,-2.785323381,NTN,Priory Group Limited,01772 691 122,preston@priorygroup.com,http://www.priorygroup.com/preston,01772 691 246,434277.0938,348283.9375
315,40720,RGT32,Hospital,Hospital,NHS Sector,Visible,True,Rosie Hospital,,Robinson Way,,Cambridge,Cambridgeshire,CB2 0QQ,52.17326355,0.139422864,RGT,Cambridge University Hospitals NHS Foundation Trust,01223 245 151,contactcentre@addenbrookes.nhs.uk,https://www.cuh.nhs.uk/rosie-hospital,01223 216 090,254980.8438,546282.375
300,40563,RF4DG,Hospital,Hospital,NHS Sector,Visible,True,King George Hospital,,Barley Lane,,Ilford,Essex,IG3 8YB,51.58054352,0.112121284,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",0330 400 4333,,http://www.bhrhospitals.nhs.uk/,,189019.8438,546328.0
528,42259,RV938,Hospital,Hospital,NHS Sector,Visible,True,Maister Lodge - Inpatient Unit,,Hauxwell Road,,Hull,,HU8 0RB,53.77357864,-0.286600292,RV9,Humber NHS Foundation Trust,01482 303775,hnf-tr.contactus@nhs.net,http://www.humber.nhs.uk,01482 336922,432190.6563,512905.1875
995,978850,AAH01,Hospital,Hospital,NHS Sector,Visible,True,Tetbury Hospital,Malmesbury Road,,,Tetbury,Gloucestershire,GL8 8XB,51.63517761,-2.154729366,AAH,Tetbury Hospital Trust Ltd,01666 502336,enquiries@tetburyhospital.co.uk,https://www.tetburyhospital.co.uk,,192993.2656,389292.6563
946,76380,NNH07,Hospital,Hospital,NHS Sector,Visible,True,Optegra Eye Hospital North London,"Unit 6, Technology Park",Colindeep Lane,,London,,NW9 6BX,51.59215164,-0.254289329,NNH,Optegra UK,0208 205 8003,icare.northlondon@optegra.com,https://www.optegra.com,0208 205 5076,189640.8281,520914.1563
709,43939,RYYC3,Hospital,Hospital,NHS Sector,Visible,True,Queen Victoria Memorial Hospital,King Edward Avenue,,,Herne Bay,Kent,CT6 6EB,51.36788177,1.142894864,RYY,Kent Community Health NHS Foundation Trust,01227 594700,,http://www.kentcht.nhs.uk,,167946.3125,618742.0
296,40472,REF12,Hospital,Hospital,NHS Sector,Visible,True,Royal Cornwall Hospital (Treliske),Treliske,,,Truro,Cornwall,TR1 3LQ,50.26654053,-5.094248295,REF,Royal Cornwall Hospitals NHS Trust,01872 250000,rcht.patientexperience@nhs.net,http://www.royalcornwall.nhs.uk,01872 252708,45379.32422,179513.3438
658,43306,RXT29,Hospital,Hospital,NHS Sector,Visible,True,Hillis Lodge,Hollymoor Way,Northfield,,Birmingham,,B31 5HE,52.40392685,-1.993620872,RXT,Birmingham and Solihull Mental Health NHS Foundation Trust,0121 301 4100,,http://www.bsmht.nhs.uk,,278477.2813,400433.9375
501,41958,RTFDY,Hospital,Hospital,NHS Sector,Visible,True,Northumbria Healthcare NHS Foundation Trust,"Unit 7/8, Silver Fox Way",Cobalt Business Park,,Newcastle Upon Tyne,Tyne and Wear,NE27 0QJ,55.02046204,-1.508162379,RTF,Northumbria Healthcare NHS Foundation Trust,,,,,569665.0,431442.9375
729,45485,RATGM,Hospital,Hospital,NHS Sector,Visible,True,Goodmayes Hospital,,Barley Lane,Goodmayes,Ilford,Essex,IG3 8XJ,51.57799149,0.11050193,RAT,North East London NHS Foundation Trust,020 8215 9200,,,,188732.8594,546224.0
363,40973,RJ870,Hospital,Hospital,NHS Sector,Visible,True,Launceston Hospital - Cornwall Partnership NHS Foundation Trust,Link Road,,,Launceston,Cornwall,PL15 9JD,50.62821579,-4.359059334,RJ8,Cornwall Partnership NHS Foundation Trust,01566 761000,,http://www.cornwallft.nhs.uk/hospitals/launceston/,,83666.78906,233171.5156
968,352756,R1J21,Hospital,Hospital,Independent Sector,Visible,True,North Cotswold Hospital,,Stow Road,,Moreton-In-Marsh,Gloucestershire,GL56 0DS,51.98355865,-1.70594275,R1J,Gloucestershire Care Services NHS Trust,0300 421 8770,,http://www.glos-care.nhs.uk/our-services/community-hospitals/north-cotswolds-hospital,,231766.0625,420192.625
499,41956,RTFDU,Hospital,Hospital,NHS Sector,Visible,True,Haltwhistle War Memorial Hospital,Westgate,,,Haltwhistle,Northumberland,NE49 9AJ,54.97010803,-2.462919712,RTF,Northumbria Healthcare NHS Foundation Trust,0344 811 8111,contactus@northumbria.nhs.uk,https://www.northumbria.nhs.uk/haltwhistle,,564049.5625,370368.6563
918,73752,RW1YM,Hospital,Hospital,Independent Sector,Visible,True,Lymington New Forest Hospital,Wellworthy Road,,,Lymington,Hampshire,SO41 8QD,50.769104,-1.545462132,RW1,Southern Health NHS Foundation Trust,01590 663000,,https://www.southernhealth.nhs.uk/locations/lymington-new-forest-hospital/,,96774.73438,432049.6563
596,42893,RX224,Hospital,Hospital,NHS Sector,Visible,True,Acre Day Hospital,29 Wordsworth Road,Acre Day Hospital,,Worthing,West Sussex,BN11 3NJ,50.80953217,-0.382770181,RX2,Sussex Partnership NHS Foundation Trust,0300 304 0055,info@sussexpartnership.nhs.uk,http://www.sussexpartnership.nhs.uk/location-acre-day-hospital,,102417.8281,513930.4063
974,462554,NMJ04,Hospital,Hospital,Independent Sector,Visible,True,Cygnet Hospital Beckton,,23 Tunnan Leys,Beckton,London,,E6 6ZB,51.51347351,0.064914621,NMJ,Cygnet Health Care Limited,020 7511 2299,jackiewolf@cygnethealth.co.uk,http://www.cygnethealth.co.uk/locations/beckton/,020 7511 3399,181469.0156,543268.375
373,41035,RJR05,Hospital,Hospital,NHS Sector,Visible,True,Countess Of Chester Hospital,The Countess Of Chester Health Park,,,Chester,Cheshire,CH2 1HJ,53.21177292,-2.899009943,RJR,Countess Of Chester Hospital NHS Foundation Trust,01244 365000,cochpals@nhs.net,http://www.coch.nhs.uk,01244 365 292,368709.875,339969.2188
659,43319,RXT47,Hospital,Hospital,NHS Sector,Visible,True,Mary Seacole House,,Lodge Road,Winson Green,Birmingham,West Midlands,B18 5SD,52.492836,-1.929878831,RXT,Birmingham and Solihull Mental Health NHS Foundation Trust,0121 301 6100,,https://www.bsmhft.nhs.uk/,0121 301 6101,288368.1875,404760.3438
551,42508,RW1M5,Hospital,Hospital,NHS Sector,Visible,True,Fareham Community Hospital,Brook Lane,Sarisbury Green,Sarisbury,Fareham,Hampshire,SO31 7DQ,50.87100983,-1.275508523,RW1,Southern Health NHS Foundation Trust,01489 587400,,http://www.southernhealth.nhs.uk/services/community-health-services/hospitals/fareham/,,108257.25,450972.9375
985,750748,NX007,Hospital,Hospital,NHS Sector,Visible,True,Chime Audiology - Axminster Hospital,Chard Street,,,Axminster,Devon,EX13 5DU,50.7838974,-2.996254683,NX0,Chime Social Enterprise,,,,,98794.17188,329776.4063
663,43332,RXTD2,Hospital,Hospital,NHS Sector,Visible,True,Zinnia Centre,,100 Showell Green Lane,,Birmingham,West Midlands,B11 4HL,52.44896698,-1.86745894,RXT,Birmingham and Solihull Mental Health NHS Foundation Trust,0121 301 5300,,https://www.bsmhft.nhs.uk/,,283494.9375,409006.8438
798,61929,RNNRJ,Hospital,UNKNOWN,Independent Sector,Visible,True,Alston Ruth Lancaster James Hospital,Church Road,,,Alston,Cumbria,CA9 3QX,54.81021118,-2.439819574,RNN,Cumbria Partnership NHS Foundation Trust,,,,,546248.9375,371735.5625
1176,8228458,R0A33,Hospital,UNKNOWN,Independent Sector,Visible,True,University Dental Hospital,Higher Cambridge Street,,,Manchester,Greater Manchester,M15 6FH,53.46536636,-2.236637831,R0A,Manchester University NHS Foundation Trust,0161 393 7730,,https://mft.nhs.uk/dental/,,396568.0625,384291.9688
645,43213,RXQ64,Hospital,Hospital,NHS Sector,Visible,True,Chalfonts and Gerrards Cross Hospital,,Hampden Road,,Chalfont St Peter,,SL9 9DR,51.60741043,-0.561796904,RXQ,Buckinghamshire Healthcare NHS Trust,01753 883821,buckshospitals.info@buckshealthcare.nhs.uk,http://www.buckshealthcare.nhs.uk,,190873.7344,499582.8438
64,18409,NT337,Hospital,Hospital,Independent Sector,Visible,True,Spire Liverpool Hospital,Spire Liverpool Hospital,57 Greenbank Road,,Liverpool,,L18 1HQ,53.38527679,-2.924102306,NT3,Spire Healthcare,0151 733 7123,spire.liverpool@nhs.net,https://www.spirehealthcare.com/spire-liverpool-hospital/,0151 733 8043,388030.6563,338543.3125
290,40446,RDYFF,Hospital,Hospital,NHS Sector,Visible,True,Swanage Community Hospital,,Queens Road,,Swanage,Dorset,BH19 2ES,50.60551453,-1.961199522,RDY,Dorset Healthcare University NHS Foundation Trust,01929 422282,,http://www.dorsethealthcare.nhs.uk,01929 423872,78487.75781,402745.375
932,75279,RN331,Hospital,UNKNOWN,Independent Sector,Visible,False,Malmesbury Community Hospital,Burton Hill,,,Malmesbury,Wiltshire,SN16 0EQ,51.57769012,-2.09463191,RN3,Great Western Hospitals NHS Foundation Trust,,,,,186593.2344,393443.1563
367,41013,RJE01,Hospital,Hospital,NHS Sector,Visible,True,Royal Stoke University Hospital,Newcastle Road,,,Stoke-on-Trent,Staffordshire,ST4 6QG,53.00315857,-2.212051868,RJE,University Hospitals of North Midlands,01782 715444,,http://www.uhnm.nhs.uk,,345148.6875,385771.5313
647,43223,RXR10,Hospital,Hospital,NHS Sector,Visible,True,Burnley General Hospital,Burnley General Hospital,Casterton Avenue,,Burnley,,BB10 2PQ,53.81042862,-2.227864027,RXR,East Lancashire Hospitals NHS Trust,01282 425071,contact@elht.nhs.uk,http://www.elht.nhs.uk,01282 474444,434952.1563,384997.3125
1085,3664780,RTQHM,Hospital,Hospital,NHS Sector,Visible,True,Oak House,,"Barton Street, Hereford",,,,HR4 0AY,52.05363846,-2.722952366,RTQ,2gether NHS Foundation Trust,,,,,239765.6719,350433.3438
379,41066,RK950,Hospital,Hospital,NHS Sector,Visible,True,Derriford Hospital,Derriford Road,Crownhill,,Plymouth,Devon,PL6 8DH,50.41672897,-4.113671303,RK9,University Hospitals Plymouth NHS Trust,01752 202082,,http://www.plymouthhospitals.nhs.uk,,59631.83594,249853.5313
924,74672,RPGDJ,Hospital,UNKNOWN,Independent Sector,Visible,False,Upton Day Hospital,14 Upton Road,,,Bexleyheath,Kent,DA6 8LQ,51.4571228,0.131695762,RPG,Oxleas NHS Foundation Trust,,,,,175336.4688,548083.8125
41,18385,NT301,Hospital,Hospital,Independent Sector,Visible,True,Spire South Bank Hospital,,139 Bath Road,,Worcester,Worcestershire,WR5 3YB,52.18108749,-2.2162323,NT3,Spire Healthcare,01905 350 003,spire.southbank@nhs.net,https://www.spirehealthcare.com/spire-south-bank-hospital/,01905 362 031,253715.3906,385216.9375
489,41863,RTD02,Hospital,Hospital,NHS Sector,Visible,True,The Royal Victoria Infirmary,Queen Victoria Road,New Victoria Wing,Royal Victoria Infirmary,Newcastle Upon Tyne,,NE1 4LP,54.98021698,-1.618839502,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,0191 233 6161,foundation.office@nuth.nhs.uk,http://www.newcastle-hospitals.nhs.uk/,0191 201 0155,565142.8125,424391.8438
394,41126,RLQ06,Hospital,Hospital,NHS Sector,Visible,True,Leominster Community Hospital,"Leominster Community Hospital, Wye Valley NHS Trust",South Street,,Leominster,,HR6 8JH,52.22218704,-2.739360332,RLQ,Wye Valley NHS Trust,01568 614211,makingexperiencescount@wvt.nhs.uk,http://www.wyevalley.nhs.uk,,258521.875,349499.4063
949,76532,RWW07,Hospital,UNKNOWN,Independent Sector,Visible,False,Altrincham General Hospital,Market Street,,,Altrincham,Cheshire,WA14 1PE,53.3865242,-2.352983713,RWW,Warrington and Halton Hospitals NHS Foundation Trust,,,,,387829.6563,376525.5313
909,73233,RTHG4,Hospital,UNKNOWN,Independent Sector,Visible,False,Moreton District Hospital,Hospital Road,,,Moreton-In-Marsh,Gloucestershire,GL56 0BS,51.99230194,-1.704749465,RTH,Oxford University Hospitals NHS Foundation Trust,,,,,232738.7656,420270.625
1030,1522064,NHM02,Hospital,Hospital,NHS Sector,Visible,True,Aldeburgh Community Hospital,,Park Road,,Aldeburgh,Suffolk,IP15 5ES,52.15225983,1.595557809,NHM,Suffolk Community Healthcare,01728 451600,,http://www.suffolkcommunityhealthcare.co.uk/OurServices/CommunityHospitals.aspx,,256584.25,645935.1875
74,18423,NT401,Hospital,Hospital,Independent Sector,Visible,True,BMI The Alexandra Hospital,The Alexandra Hospital,Mill Lane,,Cheadle,Cheshire,SK8 2PX,53.39726639,-2.21581316,NT4,BMI Healthcare,0161 428 3656,info@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-alexandra-hospital,0161 491 3867,388988.25,385651.375
43,18388,NT304,Hospital,Hospital,Independent Sector,Visible,True,Spire Southampton Hospital,Chalybeate Hospital,Chalybeate Close,,Southampton,Hampshire,SO16 6UY,50.93061066,-1.432714343,NT3,Spire Healthcare,023 8077 5544,spire.southampton@nhs.net,https://www.spirehealthcare.com/spire-southampton-hospital/,,114787.6094,439861.5938
27,18368,NT224,Hospital,Hospital,Independent Sector,Visible,True,"Nuffield Health, Warwickshire Hospital",,The Chase,Old Milverton Lane,Leamington Spa,Warwickshire,CV32 6RW,52.30849838,-1.543865085,NT2,Nuffield Health,0800 015 5020,nuffieldhealth.ereferrals@nhs.net,http://www.nuffieldhealth.com/warwickshirehospital,0845 280 3251,267961.6563,431095.125
374,41036,RJR60,Hospital,Hospital,NHS Sector,Visible,True,Ellesmere Port Hospital,114 Chester Road,Whitby,,Ellesmere Port,Merseyside,CH65 6SG,53.2677803,-2.911025286,RJR,Countess Of Chester Hospital NHS Foundation Trust,01244 362986,cochpals@nhs.net,http://www.coch.nhs.uk/eph,,374949.875,339246.2813
164,18842,NVC17,Hospital,Hospital,Independent Sector,Visible,True,Rowley Hall Hospital,Rowley Avenue,,,Stafford,Staffordshire,ST17 9AQ,52.79478073,-2.126266718,NVC,Ramsay Healthcare UK Operations Limited,01785 238600,rowley.enquiries@ramsayhealth.co.uk,http://www.rowleyhospital.co.uk,01785 249532 ,321957.25,391486.9063
801,61961,RNU44,Hospital,Hospital,Independent Sector,Visible,False,Wykeham Park Day Hospital,Community Hospital Site,East Street,,Thame,Oxfordshire,OX9 3JT,51.74531555,-0.969993711,RNU,Oxford Health NHS Foundation Trust,,,,,205731.9844,471103.3438
330,40783,RH802,Hospital,Hospital,NHS Sector,Visible,True,Heavitree Hospital,Gladstone Road,,,Exeter,Devon,EX1 2ED,50.72439194,-3.514011145,RH8,Royal Devon and Exeter NHS Foundation Trust,01392 411 611,,www.rdehospital.nhs.uk,,92797.73438,293147.0
175,18857,NVC33,Hospital,Hospital,Independent Sector,Visible,True,Gisburne Park NHS Treatment Centre,Gisburn Park Estate,Gisburn,,Clitheroe,Lancashire,BB7 4HX,53.94332886,-2.267543077,NVC,Ramsay Healthcare UK Operations Limited,01200 445693,christinebailey@abbeyhospitals.com,http://www.ramsayhealth.co.uk/nhs,01200 445688,449746.1563,382440.5625
512,42072,RTP25,Hospital,Hospital,Independent Sector,Visible,True,Dorking Community Hospital,,St Pauls Road West,Horsham Road,Dorking,Surrey,RH4 2AA,51.22579193,-0.332949609,NTV,Central Surrey Health,01306 646 220,,http://www.cshsurrey.co.uk,,148777.5469,516392.9063
183,39920,R1ARE,Hospital,Hospital,NHS Sector,Visible,True,Evesham Community Hospital,Evesham Community Hospital,Waterside,,Evesham,Worcestershire,WR11 1JT,52.08626175,-1.948670626,R1A,Worcestershire Health and Care NHS Trust,01386 502388,,http://www.hacw.nhs.uk/our-services/community-hospitals/evesham-hospital,,243148.4844,403516.6875
462,41607,RR7EN,Hospital,Hospital,NHS Sector,Visible,True,Queen Elizabeth Hospital,Sheriff Hill,,,Gateshead,Tyne and Wear,NE9 6SX,54.93938446,-1.580765486,RR7,Gateshead Health NHS Foundation Trust,0191 482 0000,ghnt.pals.service@nhs.net,http://www.qegateshead.nhs.uk,,560613.4375,426855.5625
960,78133,NR101,Hospital,UNKNOWN,NHS Sector,Visible,False,Woodside Hospital Site,279 Beacon Road,Wibsey,,Bradford,West Yorkshire,BD6 3DQ,53.77084351,-1.801452756,NR1,Woodside Hospital,,,,,430542.6563,413084.7813
760,59503,NLR02,Hospital,UNKNOWN,NHS Sector,Visible,False,Berkeley Hospital,Marybrook Street,,,Berkeley,Gloucestershire,GL13 9AD,51.69200897,-2.458486319,NLR,Gloucestershire Care Services Cic,,,,,199401.4531,368312.25
55,18400,NT319,Hospital,Hospital,Independent Sector,Visible,True,Spire Hartswood Hospital,Eagle Way,,,Brentwood,Essex,CM13 3LE,51.60041428,0.293041915,NT3,Spire Healthcare,01277 232 525,spire.hartswood@nhs.net,https://www.spirehealthcare.com/spire-hartswood-hospital/,,191606.8438,558791.4375
1102,4210128,NV647,Hospital,UNKNOWN,NHS Sector,Visible,False,Pds Medical - Pall Mall Hospital,St. Pauls Square,,,Liverpool,Merseyside,L3 9SJ,53.41016388,-2.993723631,NV6,Pds Medical Ltd,,,,,390861.1875,333951.875
609,43007,RX4E4,Hospital,Hospital,NHS Sector,Visible,True,St Nicholas Hospital (Newcastle-upon-Tyne),Jubilee Road,Gosforth,,Newcastle Upon Tyne,Tyne and Wear,NE3 3XT,55.0064888,-1.633084178,RX4,"Northumberland, Tyne and Wear NHS Foundation Trust",0191 2466800,,http://www.ntw.nhs.uk,,568061.1875,423464.9688
278,40423,RDY38,Hospital,Hospital,NHS Sector,Visible,True,Fairmile House,,Jumpers Road,,Christchurch,Dorset,BH23 2JT,50.74319458,-1.792006493,RDY,Dorset Healthcare University NHS Foundation Trust,01202 858100,,http://www.dorsethealthcare.nhs.uk,01202 858111,93816.03125,414673.8125
18,18358,NT211,Hospital,Hospital,Independent Sector,Visible,True,"Nuffield Health, Cheltenham Hospital",,Hatherley Lane,,Cheltenham,Gloucestershire,GL51 6SY,51.89192963,-2.129905462,NT2,Nuffield Health,0800 015 5020,nuffieldhealth.ereferrals@nhs.net,http://www.nuffieldhealth.com/cheltenhamhospital,0845 280 3251,221542.9688,391061.3125
920,74411,RATAP,Hospital,UNKNOWN,Independent Sector,Visible,True,Barking Community Hospital,Upney Lane,,,Barking,Essex,IG11 9LX,51.53856277,0.098741449,RAT,North East London NHS Foundation Trust,02036442301,,,,184325.4063,545535.125
440,41493,RPGAD,Hospital,Hospital,NHS Sector,Visible,True,Green Parks House,,Princess Royal University Hospital,Farnborough Common,Orpington,Kent,BR6 8NY,51.36606979,0.056682058,RPG,Oxleas NHS Foundation Trust,01689 880 000,,,01689 852 211,165063.6094,543157.5
624,43075,RXH06,Hospital,Hospital,NHS Sector,Visible,True,Royal Alexandra Children's Hospital,Eastern Road,,,Brighton,East Sussex,BN2 5BE,50.81946945,-0.118162483,RXH,Brighton and Sussex University Hospitals NHS Trust,01273 696955,,http://www.bsuh.nhs.uk,,103963.9141,532542.0625
675,43656,RY319,Hospital,Hospital,NHS Sector,Visible,True,Dereham Hospital,,Northgate,,Dereham,Norfolk,NR19 2EX,52.69001389,0.945718586,RY3,Norfolk Community Health and Care NHS Trust,01362 655210,,http://www.nchc.nhs.uk,,314368.375,599058.875
531,42268,RVJ01,Hospital,Hospital,NHS Sector,Visible,True,Southmead Hospital,Southmead Road,Westbury-on-Trym,,Bristol,Avon,BS10 5NB,51.49481201,-2.591000319,RVJ,North Bristol NHS Trust,0117 9505050,complaints@nbt.nhs.uk,http://www.nbt.nhs.uk,,177538.1563,358976.5
1210,10075674,NMJ0M,Hospital,UNKNOWN,NHS Sector,Visible,False,Newbus Grange Hospital,Hurworth Road,Neasham,,Darlington,County Durham,DL2 1PE,54.48135376,-1.507997751,NMJ,Cygnet Health Care Limited,,,,,509682.1563,431874.125
266,40334,RDD02,Hospital,Hospital,NHS Sector,Visible,True,Basildon Hospital - Dermatology Canvey Island,Canvey Island Long Road Clinic,Long Road,,Canvey Island,Essex,SS8 0JA,51.52022171,0.591000795,RDD,Basildon and Thurrock University Hospitals NHS Foundation Trust,,,,,183380.625,579737.8125
1198,9653502,RCD4Y,Hospital,UNKNOWN,Independent Sector,Visible,False,Chapel Street Day Hospital,6 Chapel Street,,,Thirsk,North Yorkshire,YO7 1LU,54.23168182,-1.342375517,RCD,Harrogate and District NHS Foundation Trust,,,,,481992.5313,442862.8438
887,70809,RATPH,Hospital,UNKNOWN,Independent Sector,Visible,True,Orsett Hospital Minor Injuries Unit - North East London NHS Foundation Trust,Rowley Road,Orsett,,Grays,Essex,RM16 3EU,51.50949478,0.366296917,RAT,North East London NHS Foundation Trust,,,,,181659.8281,564190.75
1080,3580196,RXE87,Hospital,Hospital,NHS Sector,Visible,True,Doncaster Adult Mental Health Service - Access Team including Crisis Resolution Service,Opal Centre,Tickhill Road Site,Weston Road,"Balby, Doncaster",South Yorkshire,DN4 8QN,53.49747086,-1.146540523,RXE,Rotherham Doncaster and South Humber NHS Foundation Trust,01302 798400,,http://www.rdash.nhs.uk/services/our-services/adult-mental-health-services/adult-community-mental-he,,400452.25,456609.4063
350,40884,RHW01,Hospital,Hospital,NHS Sector,Visible,True,Royal Berkshire Hospital,London Road,Craven Road,,Reading,Berkshire,RG1 5AN,51.4510231,-0.959315777,RHW,Royal Berkshire NHS Foundation Trust,0118 322 5111,nhs.choices@royalberkshire.nhs.uk,http://www.royalberkshire.nhs.uk,,173016.7031,472306.3125
1058,2704334,AHQ02,Hospital,Hospital,NHS Sector,Visible,False,Olive Eden Hospital,71 St. Pauls Road,,,London,Greater London,N17 0ND,51.60136414,-0.06148101,AHQ,Curocare Ltd Head Office,,,,,191001.7188,534240.5
63,18408,NT333,Hospital,Hospital,Independent Sector,Visible,True,Spire Washington Hospital,Picktree Lane,,,Washington,Tyne and Wear,NE38 9JZ,54.87936783,-1.559100747,NT3,Spire Healthcare,0191 418 8669,spire.washington@nhs.net,https://www.spirehealthcare.com/spire-washington-hospital/,0191 418 8606,553944.125,428285.4063
717,43969,RYYD9,Hospital,Hospital,NHS Sector,Visible,True,Sevenoaks Hospital,Sevenoaks Hospital,Hospital Road,,Sevenoaks,Kent,TN13 3PG,51.28826523,0.194744304,RYY,Kent Community Health NHS Foundation Trust,01732 470200,,http://www.kentcht.nhs.uk,,156691.7031,553025.25
510,42026,RTK01,Hospital,Hospital,NHS Sector,Visible,True,St Peter's Hospital,Guildford Road,,,Chertsey,Surrey,KT16 0PZ,51.37783432,-0.527046025,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,01932 872000,asp-tr.patient.advice@nhs.net,http://www.ashfordstpeters.nhs.uk,,165393.8594,502502.5625
739,46584,RWK60,Hospital,Hospital,NHS Sector,Visible,True,The John Howard Centre,Forensic Centre for Mental Health,12 Kenworthy Road,Homerton,London,,E9 5TD,51.54815674,-0.037709646,RWK,East London NHS Foundation Trust,020 8510 2003,,,,185129.5,536045.3125
203,39995,RA723,Hospital,Hospital,NHS Sector,Visible,True,Bristol Royal Hospital For Children,Upper Maudlin Street,,,Bristol,Avon,BS2 8BJ,51.45775223,-2.597314835,RA7,University Hospitals Bristol NHS Foundation Trust, 0117 342 8460,,http://www.uhbristol.nhs.uk/your-hospitals/bristol-royal-hospital-for-children.html,,173420.5938,358504.5625
756,59010,NVD03,Hospital,UNKNOWN,NHS Sector,Visible,False,St Barnabas Hospital,Higher Port View,,,Saltash,Cornwall,PL12 4BU,50.40737152,-4.214307308,NVD,Peninsula Plastic Surgery Ltd,,,,,58799.76172,242674.4219
1022,1279653,NTPH5,Hospital,Hospital,NHS Sector,Visible,True,Peninsula NHS Treatment Centre,20 Brest Road,Derriford,,Plymouth,Devon,PL6 5XP,50.41239166,-4.11767292,NTP,Care UK,01752 506070,patricia.warwick@careuk.com,http://www.peninsulatreatmentcentre.nhs.uk/,,59157.75391,249555.5469
621,43065,RXG82,Hospital,Hospital,NHS Sector,Visible,True,Kendray Hospital,Kendray Hospital,Doncaster Road,,Barnsley,South Yorkshire,S70 3RD,53.54695511,-1.454602242,RXG,South West Yorkshire Partnership NHS Foundation Trust,01226 644400,customer.servicesswyt@nhs.net,http://www.southwestyorkshire.nhs.uk,,405756.4063,436133.9688
177,18863,NVC40,Hospital,Hospital,Independent Sector,Visible,True,Woodthorpe Hospital,Woodthorpe Hospital,748 Mansfield Road,Woodthorpe,Nottingham,Nottinghamshire,NG5 3FZ,52.99048233,-1.138613939,NVC,Ramsay Healthcare UK Operations Limited,0115 920 9209,,http://www.woodthorpehospital.co.uk/,0115 967 3005,344064.7188,457814.5
176,18861,NVC37,Hospital,Hospital,Independent Sector,Visible,True,Bromley Private Patient Unit,The Princess Royal University,Farnborough Common,,Orpington,Kent,BR6 8ND,51.36624146,0.059160762,NVC,Ramsay Healthcare UK Operations Limited,01689 863739,,,,165087.5313,543329.4375
572,42710,RWFTW,Hospital,Hospital,NHS Sector,Visible,True,Tunbridge Wells Hospital at Pembury,Tunbridge Wells Hospital,Pembury,,Tunbridge Wells,Kent,TN2 4QJ,51.14845276,0.307484597,RWF,Maidstone and Tunbridge Wells NHS Trust,01892 823535,mtw-tr.palsoffice@nhs.net,http://www.mtw.nhs.uk,,141388.5781,561373.3125
783,61033,RF4CH,Hospital,UNKNOWN,Independent Sector,Visible,False,Chadwell Heath Hospital,Grove Road,,,Romford,Essex,RM6 4XH,51.57696152,0.121293128,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",,,,,188639.9688,546974.9375
434,41412,RP601,Hospital,Hospital,NHS Sector,Visible,True,Moorfields Eye Hospital (City Road),162 City Road,,,London,,EC1V 2PD,51.52724457,-0.089874275,RP6,Moorfields Eye Hospital NHS Foundation Trust,020 7253 3411,,http://www.moorfields.nhs.uk,020 7253 4696,182708.5156,532489.75
